0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2179144385026738,0.1766891891891892,0.06423099587507367,0.05851063829787234,0.08268615806304248,0.1532513181019332,0.10270270270270271,0.1038961038961039
0.0,0.4083507306889353,0.0,0.4820945945945946,0.15439010017678256,0.1776595744680851,0.2023755139333029,0.3195079086115993,0.16936936936936936,0.38589981447124305
0.0,0.21837160751565762,0.31795900178253117,0.0,0.10312315851502651,0.08085106382978724,0.09821836455002284,0.14024604569420035,0.08828828828828829,0.17810760667903525
0.0,0.04551148225469728,0.05837789661319073,0.05912162162162162,0.0,0.2372340425531915,0.23298309730470534,0.09876977152899824,0.17117117117117117,0.07792207792207792
0.0,0.022964509394572025,0.037210338680926915,0.025675675675675677,0.1314083677077195,0.0,0.07994518044769301,0.05272407732864675,0.14594594594594595,0.02411873840445269
0.0,0.07557411273486431,0.09870766488413547,0.07263513513513513,0.300530347672363,0.18617021276595744,0.0,0.18242530755711775,0.19099099099099098,0.07421150278293136
0.0,0.18204592901878913,0.20254010695187166,0.1347972972972973,0.16558632881555688,0.1595744680851064,0.23709456372772955,0.0,0.12612612612612611,0.150278293135436
0.0,0.023799582463465554,0.02094474153297683,0.016554054054054055,0.05598114319387154,0.08617021276595745,0.04842393787117405,0.02460456942003515,0.0,0.0055658627087198514
0.0,0.02338204592901879,0.04634581105169341,0.032432432432432434,0.024749558043606363,0.013829787234042552,0.01827318410232983,0.028471001757469243,0.005405405405405406,0.0
